Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House,Name,Surname,Age,ID
Pure-blood,3.0,3.0,9,7,2,5.0,5,5,Hufflepuff,Morgan,Hartman,14.0,1b22c770-dd46-4bac-a9aa-73ee2ef59c54
Half-blood,5.0,5.0,1,9,5,6.0,9,4,Gryffindor,Barbara,Burke,18.0,8800ee2b-efe7-40ea-a2b4-d0c888f55d73
Half-blood,5.0,3.0,10,4,3,3.0,8,7,Hufflepuff,Ivan,Hines,12.0,97349c0f-3a6c-4b6f-a490-9def86eb8373
Muggle-born,3.0,1.0,1,10,9,5.0,8,3,Slytherin,Craig,Russell,14.0,57d06001-b6bd-4f85-85b6-d09c1f5b71b7
Muggle-born,4.0,3.0,8,0,7,2.0,8,7,Hufflepuff,Stephanie,Hester,14.0,c7827da9-3b45-46aa-9510-4fcf7d621460
Muggle-born,5.0,8.0,6,0,0,,5,7,Hufflepuff,Danielle,Ramirez,12.0,e77fa959-f2ce-4de5-96e5-c0fb82388f89
Pure-blood,3.0,7.0,10,4,0,5.0,2,7,Hufflepuff,Isaac,Mullen,11.0,1aec27cf-6de4-4a30-9ae6-69d200e43438
Pure-blood,8.0,7.0,10,7,2,5.0,3,2,Hufflepuff,Emily,Hall,17.0,2aace21e-473e-4baa-8f4e-a2db9b843f9a
Pure-blood,8.0,10.0,4,3,3,6.0,3,9,Ravenclaw,Jonathan,Osborne,,18ef496e-30e9-4a42-ac0f-0f2d66686ada
Pure-blood,2.0,10.0,3,3,2,,5,8,Ravenclaw,Christopher,Johnson,12.0,d391d1c5-5af3-4075-9006-f4328f6b3a44
Pure-blood,4.0,,2,4,0,0.0,5,9,Ravenclaw,Jennifer,Williams,14.0,2c0dfc33-65e8-4b78-8a87-8b09dc1d65d7
Half-blood,5.0,10.0,0,3,0,4.0,3,10,Ravenclaw,Donald,Gill,18.0,cbb6a279-5bf0-4a44-9fe0-fd2dcdbac5c8
Pure-blood,0.0,6.0,10,7,0,7.0,6,6,Hufflepuff,Catherine,Hester,,1a333cee-ae2e-4a6f-be82-5e2c29cb986e
Half-blood,8.0,2.0,0,1,3,4.0,9,8,Gryffindor,Cynthia,Reyes,17.0,9b626c97-756b-4b15-bd09-4aac53fc9137
Muggle-born,5.0,2.0,2,9,10,6.0,8,9,Slytherin,Tyler,Reilly,12.0,c8f0ea52-766f-4724-b88e-541459db8f34
Pure-blood,7.0,6.0,3,1,2,5.0,8,5,Gryffindor,Matthew,Tucker,,18d41161-0a14-4ad1-babb-eb414eaab59b
Pure-blood,5.0,4.0,6,8,8,3.0,8,0,Slytherin,Paul,,18.0,f08448ed-cc15-4dda-8887-9d1128b4a957
Half-blood,6.0,6.0,4,2,7,4.0,0,6,Ravenclaw,Susan,Kim,18.0,d4862ccd-893e-439c-b089-b053ccf5fd56
Pure-blood,3.0,9.0,6,6,7,5.0,6,8,Ravenclaw,Emily,Yang,18.0,143d5205-089e-4032-a0cb-50b5e6234375
Pure-blood,4.0,9.0,1,3,1,7.0,4,9,Ravenclaw,Toni,Hines,14.0,1a4cbcfd-33f8-4b1b-97aa-610b8275f767
Half-blood,4.0,8.0,10,4,4,3.0,2,4,Hufflepuff,David,Pitts,17.0,7dd83f22-abd9-4b3b-88a2-fd0d0faa4f62
Pure-blood,7.0,9.0,5,8,5,0.0,5,10,Ravenclaw,Jessica,,14.0,2c37cb50-800e-48c9-b941-65e69e1ac801
Muggle-born,8.0,0.0,9,1,0,4.0,4,6,Hufflepuff,Garrett,Booth,13.0,69f2bb82-593b-44ba-9fda-9b590f055363
Muggle-born,0.0,7.0,8,0,3,8.0,1,5,Hufflepuff,Jeffrey,Carey,18.0,682666b4-8266-437a-bbc9-e0323a4fe8b9
Muggle-born,1.0,9.0,9,6,6,0.0,2,7,Ravenclaw,James,Hall,16.0,f544139a-2480-448b-abb5-8be118c2757d
Muggle-born,3.0,0.0,5,6,2,4.0,3,3,Hufflepuff,Scott,Glenn,14.0,fcf31add-8510-41c0-b66b-0fdb085a9582
Half-blood,8.0,7.0,3,5,2,,7,1,Gryffindor,Sylvia,Boone,16.0,e81e836d-8de7-4e21-a98c-27c9dc8f9ee7
Pure-blood,0.0,3.0,7,5,4,7.0,5,4,Hufflepuff,Eddie,Reilly,16.0,4f4ed4a2-7f73-4493-9a5b-c9c97266679f
Pure-blood,6.0,7.0,0,4,3,7.0,7,7,Gryffindor,Hannah,Booth,18.0,e75902fd-9794-4745-9eff-c7f2ba877408
Pure-blood,6.0,4.0,9,2,4,4.0,4,4,Hufflepuff,Victoria,Ramirez,11.0,7905eb49-e0fb-4e5b-bbd7-aa805ffa8a53
Muggle-born,10.0,4.0,6,0,5,5.0,6,2,Gryffindor,Theresa,Williams,18.0,ca9e2149-186b-4870-8c7e-21ce6cb6960b
Pure-blood,4.0,9.0,9,9,9,7.0,8,0,Slytherin,Travis,Alvarez,15.0,a26d471a-ecbb-4f58-9c2b-bafbd9c1a9b7
Muggle-born,0.0,10.0,4,2,3,0.0,0,5,Ravenclaw,Gary,Cain,12.0,16be5c51-63c3-4da7-9033-fcb0dd9a00e7
Muggle-born,8.0,7.0,6,5,2,0.0,6,7,Hufflepuff,Donald,Reilly,11.0,4bce3095-f2cf-4f84-923c-bbb8abacddc9
Pure-blood,8.0,4.0,1,5,9,3.0,9,3,Slytherin,Alyssa,Collins,15.0,48e25b2f-5c28-4d67-ae33-5f2ca7f88ba2
Half-blood,3.0,8.0,7,6,5,,0,8,Ravenclaw,Dylan,Hartman,16.0,3523ecda-f85a-4fc2-adbf-cf7c676dad07
Pure-blood,9.0,0.0,6,6,3,10.0,9,5,Gryffindor,Jason,Vance,12.0,dec01f2a-0b8b-460e-800d-b48d0a50b100
Half-blood,4.0,9.0,8,2,5,1.0,6,10,Ravenclaw,Megan,Watkins,14.0,d9142b4c-6e05-4a69-9a05-36afaf47085d
Muggle-born,0.0,4.0,2,8,8,6.0,9,3,Slytherin,Michael,Kelly,13.0,7d6cccee-daf1-4374-99b4-da472c0f5891
Half-blood,0.0,7.0,1,10,8,7.0,8,4,Slytherin,Bryan,Morris,12.0,94128624-fb98-4946-b4a4-2dad4949e072
Pure-blood,2.0,8.0,2,4,3,3.0,2,10,Ravenclaw,Elizabeth,Deleon,17.0,068000ad-d788-4e7b-bdc9-7dd78cfea39a
Muggle-born,8.0,8.0,10,6,1,4.0,4,7,Hufflepuff,Michael,Russell,16.0,e8ce9b35-bb5c-4460-b4ac-3a0c5825be04
Muggle-born,4.0,3.0,6,7,7,7.0,8,3,Slytherin,Brian,Bell,11.0,ab80efd0-0d78-4e4c-aa92-3242135504cb
Half-blood,,5.0,0,0,3,6.0,5,9,Ravenclaw,Jenny,Beard,18.0,d21cebb5-e0a0-4234-9756-dee9f657242f
Half-blood,4.0,7.0,7,3,0,3.0,6,9,Ravenclaw,James,Mullen,13.0,bbd1d5ee-d359-45b9-a539-21f1a8b2d788
Half-blood,9.0,2.0,5,0,0,8.0,6,4,Gryffindor,Robert,Rodriguez,13.0,504c044e-e9b0-4976-ba38-aa7d9255404f
Half-blood,10.0,6.0,6,2,2,8.0,10,2,Gryffindor,Kevin,Johnson,14.0,21e1117e-ad1c-449a-9df0-7797c8b21090
Pure-blood,2.0,2.0,1,8,7,4.0,10,7,Slytherin,Kenneth,Pham,14.0,b254ff5a-a91b-4081-a510-a5ea019c8418
Muggle-born,5.0,4.0,6,9,7,6.0,7,8,Slytherin,David,Santiago,13.0,a00ab616-0800-4b0d-a7c0-618f8a14fa3b
Pure-blood,4.0,10.0,3,6,1,6.0,5,10,Ravenclaw,Victor,Johnson,11.0,adc8398b-04fb-4e38-a264-cf4f6805a293
Muggle-born,5.0,10.0,3,2,3,,5,10,Ravenclaw,John,Scott,11.0,911aa235-c8f3-40dd-a23e-166fb4c201f3
Pure-blood,10.0,3.0,9,3,0,7.0,10,6,Gryffindor,Ashlee,Osborne,17.0,1176c500-3f38-454e-92df-42c3fb335765
Pure-blood,3.0,2.0,8,8,8,8.0,9,3,Slytherin,Anthony,Villanueva,18.0,72e1a4b7-0772-4292-9fce-a914fa235b0a
Half-blood,2.0,5.0,5,8,3,5.0,1,7,Slytherin,Drew,Malfoy,18.0,8204c8ce-5474-4e61-bd0e-248bf466a111
Half-blood,7.0,,2,2,2,3.0,5,10,Ravenclaw,Michael,Jenkins,18.0,f88c4586-fbf3-455d-856b-37d05a775d46
Half-blood,6.0,,7,4,4,9.0,8,3,Slytherin,Daisy,Malfoy,15.0,010adf3c-0fd4-4518-8d63-3d7171262cad
Half-blood,6.0,8.0,7,2,5,,0,6,Hufflepuff,Jeffrey,Burke,12.0,778839a2-5b75-4eeb-bcea-19f270c5cd91
Muggle-born,7.0,5.0,4,9,0,8.0,10,7,Gryffindor,Kimberly,Perez,13.0,0aa6f1e2-a268-4d6e-bea2-e557fd541d16
Pure-blood,6.0,4.0,3,10,6,4.0,7,7,Slytherin,Lisa,Garza,17.0,bfa7f5d4-b2d6-4816-8283-aa4dcbf63a2d
Muggle-born,3.0,8.0,1,6,0,5.0,2,7,Ravenclaw,Kristi,Tucker,11.0,b46af264-d2b6-4548-951a-d2614097776a
Half-blood,7.0,7.0,8,4,5,4.0,1,4,Hufflepuff,Kimberly,Norris,16.0,0f1a8f6d-02fe-4d75-a6d1-8d4b1bda1104
Pure-blood,3.0,5.0,7,2,3,6.0,3,7,Hufflepuff,Kelly,Pham,16.0,4f22accb-cd3c-4b5a-8f53-6266bbeca05e
Muggle-born,5.0,4.0,4,9,6,10.0,6,8,Slytherin,Mark,Santiago,13.0,799f123c-d9d0-4e42-be1c-d1932e7992a3
Muggle-born,6.0,2.0,6,7,7,8.0,7,5,Slytherin,Anthony,Diaz,11.0,70e827d2-e9f9-403d-a77f-7ba1a200b52a
Half-blood,10.0,5.0,4,3,6,6.0,5,7,Gryffindor,Brandon,Williams,12.0,21ca4eca-7287-4c22-b253-4b8110804653
Muggle-born,6.0,4.0,1,5,3,,10,2,Gryffindor,Nicole,Henderson,11.0,7647333e-573e-4d0e-912c-95ad18d52f75
Muggle-born,5.0,9.0,1,3,2,,5,7,Ravenclaw,Jorge,Love,11.0,dab9c6df-c04e-4f55-ac87-2127d26f56d8
Pure-blood,1.0,10.0,9,3,2,3.0,3,5,Ravenclaw,Laura,Anderson,11.0,82f1a89f-421a-4fe0-af3a-b88183a9a9d4
Muggle-born,,6.0,6,2,2,2.0,0,10,Ravenclaw,Debra,Rodriguez,17.0,c6e68957-fec9-4cea-9938-437cda4945e6
Muggle-born,3.0,6.0,7,9,9,8.0,8,2,Slytherin,Monica,Collins,16.0,68a392d2-0896-44fb-a874-8a74febe4d6f
Muggle-born,8.0,7.0,7,3,4,3.0,6,2,Hufflepuff,Angel,Rodriguez,12.0,78d8f9be-b8d3-4674-abdd-f02480216932
Half-blood,5.0,1.0,8,0,4,3.0,7,2,Hufflepuff,Terrance,Beard,13.0,6f17d90b-6aa2-4a43-9af8-94495455efd5
Half-blood,3.0,2.0,6,10,10,7.0,10,3,Slytherin,Danielle,Rodriguez,16.0,246ccacb-8cee-44ca-a6ee-cc6f80223a0d
Muggle-born,1.0,8.0,6,3,2,2.0,7,8,Ravenclaw,Amanda,Jenkins,16.0,1343e4d5-e751-4580-befa-6409e898e990
Pure-blood,3.0,6.0,7,5,0,8.0,2,4,Hufflepuff,Zachary,Fuller,12.0,50c133d8-843c-4373-bb04-bc80238bed54
Muggle-born,5.0,,2,5,9,5.0,9,6,Ravenclaw,Elizabeth,Lovegood,11.0,9ddd9cb6-f1b0-48bd-a132-5343a9afe01b
Pure-blood,1.0,4.0,0,6,10,8.0,9,4,Slytherin,Melanie,Santiago,14.0,bb0ef8a3-9891-4519-a58d-1155f047c593
Half-blood,4.0,6.0,4,2,1,6.0,8,9,Ravenclaw,David,Andrade,17.0,16860ea1-e439-471f-9591-efd5942a7292
Pure-blood,6.0,4.0,3,9,10,7.0,9,5,Slytherin,Cody,Williams,18.0,6b5f2bb7-1fed-4414-ba94-2e2e39e13d67
Half-blood,3.0,,9,10,6,6.0,5,4,Slytherin,Zachary,Morton,18.0,36d26ffe-05ec-45f6-b896-98f808cd80e4
Muggle-born,8.0,1.0,8,2,0,9.0,9,1,Gryffindor,Kelly,Moreno,12.0,1884dc3f-b385-4230-b55a-f417c30ecb9c
Muggle-born,6.0,8.0,7,2,1,4.0,9,4,Hufflepuff,Amanda,Tucker,13.0,b972ba8c-bb05-4a9c-9750-b1af94d9eb34
Half-blood,4.0,10.0,4,0,4,5.0,6,8,Ravenclaw,Karen,Robles,18.0,fb8554bb-b5df-4efb-9366-79172ead8fcf
Muggle-born,0.0,4.0,7,1,0,4.0,0,1,Hufflepuff,Eric,Watkins,12.0,397be18c-2db6-4190-bf64-cf1f25ffd62b
Muggle-born,7.0,0.0,5,8,10,10.0,10,0,Slytherin,Reginald,Johnson,17.0,6d224340-a0e2-4a1b-a4c3-9e9be747c9fb
Pure-blood,8.0,5.0,4,3,0,,5,2,Gryffindor,John,Scott,17.0,c301d9d7-c54d-4f53-bb33-141dc63fa79b
Pure-blood,,4.0,4,2,5,8.0,9,2,Gryffindor,Laura,Fuller,15.0,81975cf4-5899-400e-8055-3b577c328702
Half-blood,7.0,8.0,9,3,0,4.0,4,1,Hufflepuff,Jesus,Fernandez,14.0,8b6a65cf-1346-4a8a-9726-18641649dd34
Half-blood,4.0,6.0,10,0,4,7.0,0,7,Hufflepuff,Alicia,Lee,17.0,40d3a109-2bc1-47a3-a471-41fcb70bc3a2
Muggle-born,10.0,2.0,4,6,0,6.0,8,3,Gryffindor,David,,17.0,3e177d02-5943-4f26-ac55-9e92fe382400
Muggle-born,4.0,10.0,4,1,0,5.0,9,8,Ravenclaw,Lauren,,18.0,aa756db2-86b3-4e5d-83f5-0419bf9c3703
Half-blood,5.0,9.0,1,7,2,0.0,0,9,Ravenclaw,Jessica,Bridges,18.0,aa40e937-4d6c-4028-bab2-2f3bdf24b4d6
Pure-blood,4.0,6.0,3,7,10,8.0,10,5,Slytherin,Karina,Bradley,18.0,5c227f90-4fb5-4f73-9799-10c27dd77de2
Pure-blood,5.0,0.0,8,9,6,4.0,0,0,Hufflepuff,Justin,Johnson,14.0,cd0f2fec-bbca-4085-8c60-652922fa26dd
Pure-blood,2.0,5.0,6,7,4,,2,6,Hufflepuff,David,Jennings,13.0,7a573f90-6df1-4475-ab90-e5aab752d921
Half-blood,,,7,7,5,8.0,3,6,Hufflepuff,Tammy,Rodriguez,13.0,05897179-a079-4d68-9110-ced65fcb0834
Pure-blood,4.0,8.0,3,5,2,6.0,6,10,Ravenclaw,Jillian,Burke,,30b88ef6-f845-4d57-ab60-e27fdfa055c1
Half-blood,5.0,5.0,10,2,0,5.0,7,4,Hufflepuff,Logan,Taylor,18.0,be5286ce-7a8b-4d36-948b-4c27d9822c52
Muggle-born,8.0,5.0,5,5,0,6.0,9,6,Gryffindor,Renee,Jennings,15.0,c497dffc-fac7-489f-8754-1d6ce68c3fb8
Pure-blood,6.0,6.0,6,3,2,7.0,8,7,Gryffindor,Dana,Tucker,15.0,63480ce5-19ed-4247-866b-bbad2423d1b0
Half-blood,10.0,5.0,6,5,5,5.0,10,3,Gryffindor,Elizabeth,Anderson,15.0,b92ab67d-1dca-46ea-a722-baf23bb17c52
Muggle-born,3.0,5.0,9,5,3,1.0,0,5,Hufflepuff,Roberta,Ryan,17.0,819a2e5a-8967-4eeb-a734-113418b26dad
Half-blood,9.0,9.0,5,2,0,1.0,6,10,Ravenclaw,Thomas,Booth,18.0,5c11165d-8b18-4211-9626-f8e61f399936
Muggle-born,4.0,3.0,9,4,0,2.0,7,5,Hufflepuff,Katelyn,Cabrera,16.0,7ff4461d-856e-4e39-a48d-d04ff6adfe73
Half-blood,7.0,5.0,6,10,9,5.0,10,0,Slytherin,Pedro,Reilly,16.0,80c99ea2-0c3b-4aea-a34a-ecaa7bf16138
Half-blood,8.0,5.0,4,6,9,7.0,6,6,Slytherin,Paige,Mccoy,11.0,a4570c7f-5093-42d2-bb88-2d84264befaf
Muggle-born,7.0,5.0,7,3,0,0.0,7,6,Hufflepuff,Cathy,Johnson,12.0,9adfa090-3b2e-4a44-88e2-ce9ab2303b1b
Muggle-born,0.0,3.0,10,6,3,3.0,5,8,Hufflepuff,Christopher,Perez,16.0,145d8ab2-4fe9-49f3-8390-ffafa73b951f
Half-blood,8.0,3.0,10,2,0,0.0,8,6,Hufflepuff,Adam,Jenkins,18.0,c7cad49f-c793-4008-9088-d9d6d7b83ff1
Muggle-born,6.0,4.0,0,7,10,8.0,6,4,Slytherin,Kristen,Williams,13.0,5a63d6b5-dd79-4c53-8487-71a8e46dc484
Muggle-born,8.0,0.0,4,7,7,9.0,9,4,Slytherin,Steven,Cabrera,15.0,e1433a52-a080-4303-921c-f3925cc050d8
Muggle-born,6.0,6.0,4,6,0,8.0,10,0,Gryffindor,James,Hall,,27ed05f4-f295-40f3-966d-edbdb1628222
Pure-blood,10.0,2.0,4,4,5,6.0,7,8,Gryffindor,Jeffrey,Diaz,12.0,4646dad1-4aa6-42e2-a7c3-59f925c200a6
Muggle-born,3.0,2.0,4,10,9,6.0,9,2,Slytherin,Noah,Glenn,14.0,6b4b84f4-74aa-4972-a9de-00cb484ad88d
Pure-blood,2.0,10.0,0,4,1,4.0,3,10,Ravenclaw,Deborah,Williams,16.0,d00fb78b-5034-45f5-829a-d7533d54a3b7
Half-blood,1.0,1.0,6,5,7,9.0,6,6,Slytherin,Katherine,Scott,14.0,7d8eb286-1857-4516-a578-805ac77e8344
Muggle-born,5.0,1.0,8,9,7,7.0,9,5,Slytherin,Sandra,Bradley,12.0,0eaab6fe-9d1b-46de-95ec-122f9eebb3be
Pure-blood,3.0,3.0,6,6,1,5.0,9,2,Hufflepuff,Robert,Burke,13.0,e6fd08b7-0d37-40a9-a280-96caf9e4b69a
Half-blood,0.0,6.0,0,5,10,9.0,10,8,Slytherin,Dustin,Collins,14.0,af6df0e3-b08f-438a-8d75-9d1313daf56c
Pure-blood,0.0,5.0,8,6,0,2.0,1,1,Hufflepuff,Michelle,Perez,16.0,a5989902-3682-4293-8eb7-b39385dc163b
Pure-blood,3.0,4.0,10,4,4,5.0,0,4,Hufflepuff,Alejandro,Henderson,11.0,01bdd5f8-3f79-4bab-a01d-a46d8f1418da
Half-blood,2.0,2.0,9,6,3,1.0,0,5,Hufflepuff,John,Shaw,14.0,1c98646d-6e8b-4186-96c5-6365cc1e19b9
Half-blood,7.0,7.0,3,7,4,1.0,9,7,Ravenclaw,John,Osborne,11.0,a56c3565-d364-47d4-859f-da472955207d
Muggle-born,3.0,10.0,3,4,3,6.0,3,8,Ravenclaw,Marc,Pitts,14.0,d270e9d0-9d44-4af1-862f-5070bc561ff4
Half-blood,6.0,7.0,2,2,3,0.0,8,9,Ravenclaw,Michael,,14.0,c9abcfd9-d1e1-488a-84f3-d3fb5fa70279
Half-blood,0.0,5.0,10,6,4,0.0,2,2,Hufflepuff,Kimberly,Williams,13.0,05b42348-3d4b-4860-8493-1b9ac47e01a0
Pure-blood,5.0,4.0,7,5,0,5.0,10,8,Gryffindor,Michael,,16.0,ff69f0fa-11f7-483f-ab7e-4ebf65571622
Half-blood,6.0,6.0,6,8,3,8.0,1,6,Hufflepuff,Maria,Harris,12.0,f9e737c7-3f24-4b19-9737-28c3f22ca325
Pure-blood,8.0,7.0,5,2,6,6.0,3,9,Ravenclaw,Scott,Cabrera,18.0,3494f238-15b5-45e7-9206-382c360e88e1
Pure-blood,10.0,2.0,0,9,1,5.0,9,5,Gryffindor,Karen,Jenkins,14.0,64f3a0ff-4c06-4f5f-b352-a3acbb179e32
Half-blood,,3.0,9,7,1,9.0,1,3,Hufflepuff,Lawrence,Ellis,11.0,1a2051e7-3150-45b0-bae8-a088762d56fa
Half-blood,6.0,0.0,6,4,0,6.0,9,6,Gryffindor,Molly,Villarreal,16.0,0a89b244-050c-4214-940f-125a533515da
Muggle-born,,0.0,9,1,3,4.0,0,6,Hufflepuff,Elizabeth,Jennings,17.0,846e96eb-0d3e-4256-9ba4-45f9a64617b9
Muggle-born,5.0,10.0,3,6,0,6.0,0,10,Ravenclaw,Cheryl,Wilkerson,14.0,17b2c1d4-873b-4b51-988d-f927dd4e22bb
Muggle-born,2.0,2.0,2,9,10,6.0,8,5,Slytherin,Justin,Harris,11.0,162ccc31-1199-4380-aab2-ce5f3c643fdf
Muggle-born,10.0,5.0,6,0,0,5.0,10,4,Gryffindor,Eileen,Morton,12.0,f74d3909-d156-4a8f-982b-c225378f2b17
Muggle-born,4.0,2.0,3,8,10,5.0,10,6,Slytherin,Sheryl,Morris,11.0,ff03dfe3-622f-472d-a1c3-19352bcacf15
Pure-blood,6.0,,6,4,2,7.0,9,5,Gryffindor,George,Morris,17.0,198c25bb-69f9-43b3-8b6f-3abce702b1ac
Half-blood,5.0,6.0,2,5,0,10.0,8,4,Gryffindor,Rebekah,White,,88863ef6-400b-4c37-a1dd-0d99a40cf520
Pure-blood,8.0,1.0,4,5,7,4.0,10,2,Slytherin,Becky,Robles,17.0,6c412e2c-cf50-4ce8-91ff-9d2752982fdf
Muggle-born,9.0,9.0,1,0,0,10.0,10,2,Gryffindor,Angela,Morse,11.0,40b18735-0390-4439-a9d3-e49c1eeeec5a
Half-blood,2.0,8.0,1,5,4,0.0,5,10,Ravenclaw,James,Anderson,16.0,7f12e9df-b464-4a3d-bceb-15e5e5c6518a
Half-blood,2.0,9.0,4,5,1,5.0,1,10,Ravenclaw,Brandon,Pham,11.0,7f614b25-f1f5-433e-807b-db1e6a754539
Muggle-born,0.0,8.0,2,1,6,3.0,6,10,Ravenclaw,Robert,Morse,17.0,c7adb7ca-40f6-4cc7-b7e8-6595a474c670
Pure-blood,10.0,7.0,0,1,6,,10,4,Gryffindor,Amber,Andrade,16.0,fa26f650-0619-432e-804b-285810a0b5d1
Muggle-born,7.0,9.0,0,6,0,5.0,5,4,Gryffindor,Robert,Norris,11.0,c779c597-e14c-43bc-8a10-4816260879d3
Half-blood,1.0,6.0,5,6,5,2.0,4,3,Hufflepuff,Brenda,Hartman,14.0,3ac60faf-a236-4378-a059-dbf33a32de8b
Half-blood,3.0,8.0,1,4,0,9.0,8,10,Ravenclaw,Brenda,King,18.0,ed239014-fd84-491c-9591-9b2e8e936bb3
Muggle-born,0.0,3.0,4,8,8,10.0,10,2,Slytherin,Lauren,Tucker,12.0,2c51fb95-14d5-4e3a-bc55-cd41ac78b0dd
Half-blood,2.0,3.0,0,6,7,10.0,7,6,Slytherin,Nancy,Jennings,17.0,e47b5c70-d5de-4416-b311-1d9f3f3da150
Muggle-born,0.0,10.0,1,3,1,2.0,7,10,Ravenclaw,Micheal,Henderson,11.0,c24290d5-a1fd-4e3c-93b0-d3404adc8742
Pure-blood,4.0,3.0,4,7,7,5.0,10,3,Slytherin,Alicia,Jackson,11.0,96baac29-b2af-4fe3-916b-f1e88b0d6fa8
Muggle-born,5.0,7.0,8,4,2,3.0,2,0,Hufflepuff,Michael,Morris,12.0,094b1bce-f932-4287-b807-6a3feba231ab
Muggle-born,8.0,8.0,2,6,8,7.0,10,5,Slytherin,Kevin,Contreras,12.0,6c83eb9c-9cd1-4aa4-b1f1-797ce907ad2e
Pure-blood,0.0,2.0,1,6,7,6.0,5,1,Slytherin,Brandon,Mullen,12.0,1cf03cdc-f644-4275-9745-2030d64115b4
Half-blood,3.0,8.0,5,3,6,2.0,2,8,Ravenclaw,Christina,Johnson,14.0,76e4a482-c0eb-44dc-8591-b7c074edc022
Pure-blood,0.0,7.0,0,9,8,9.0,9,1,Slytherin,Bradley,Ramirez,17.0,2069d5f2-32f1-4f0a-ba60-1c5f0e51d369
Half-blood,7.0,9.0,8,3,4,6.0,9,0,Gryffindor,David,Jenkins,12.0,9b6f4b81-b5f1-48ff-a1bf-6fe2eb82ef3a
Muggle-born,1.0,6.0,7,10,9,10.0,8,0,Slytherin,Bailey,Jackson,16.0,0627192f-2d57-4f19-ab02-3b254d581cf9
Half-blood,,3.0,2,1,6,10.0,10,5,Gryffindor,Shane,Ross,15.0,c522a624-1a75-42a0-85e7-2422547139d5
Muggle-born,8.0,0.0,6,5,1,9.0,7,3,Gryffindor,Joshua,Gill,13.0,e34bf03c-dca0-4936-b4a9-6fbc1652f5d0
Half-blood,4.0,9.0,0,3,3,1.0,1,10,Ravenclaw,Eugene,Gill,13.0,d264c666-1b5c-47b7-a065-9243ef36f7c0
Pure-blood,3.0,7.0,10,2,0,3.0,7,4,Hufflepuff,Candace,Williams,14.0,b65a8024-01df-4d9a-bffd-54d5c7a6c251
Half-blood,6.0,3.0,3,1,1,5.0,8,9,Gryffindor,Carrie,Gill,13.0,0fa09d52-f77e-4dc5-b1a9-1aea8a68cf3e
Half-blood,7.0,2.0,6,7,2,5.0,5,2,Hufflepuff,Andrew,Ross,11.0,7eafe4a0-d6b9-4152-8de5-2c17c3cc4e65
Muggle-born,8.0,4.0,9,3,2,7.0,9,5,Gryffindor,Nicholas,Booth,13.0,10788dd0-358c-4b9c-85bd-a4f5c67af8c9
Muggle-born,,9.0,2,0,6,1.0,6,10,Ravenclaw,Linda,Scott,13.0,74395f1e-018d-4d93-b20a-5d93e1a89b84
Half-blood,2.0,3.0,10,1,6,7.0,4,4,Hufflepuff,Thomas,Martinez,,2c497b77-8022-4976-933f-803938a7c8a7
Muggle-born,5.0,2.0,6,10,7,,10,6,Slytherin,Keith,Morris,15.0,e25f8e7b-1969-4e69-83eb-119f054c69ab
Half-blood,4.0,8.0,10,8,4,5.0,6,0,Hufflepuff,Christina,Davis,13.0,d3f2fbc7-7e41-41e1-808e-aa1d9957f536
Half-blood,8.0,7.0,2,6,2,8.0,10,6,Gryffindor,Patrick,Collins,11.0,fc2f3ec8-8389-4623-8fe2-04c299bb2cb4
Pure-blood,8.0,,7,8,3,7.0,10,7,Gryffindor,Laura,Love,11.0,fb07c01b-7b27-4369-ab72-6339107e1635
Pure-blood,0.0,2.0,2,10,6,7.0,10,5,Slytherin,Vanessa,Vance,,769ac413-0e13-4a80-b156-4b5654728ff6
Muggle-born,8.0,5.0,8,0,6,9.0,9,6,Hufflepuff,Rachael,Davis,18.0,16c9993d-5bc2-4ad7-ad6f-a627d629a9d1
Pure-blood,8.0,8.0,7,7,4,3.0,3,10,Ravenclaw,Michael,Davis,16.0,1faaf516-3867-4dfe-bffc-6479407bc0f2
Pure-blood,0.0,8.0,7,6,5,6.0,2,6,Ravenclaw,Jessica,Moreno,15.0,8ef83693-5851-4062-9770-a4a434c184a5
Pure-blood,2.0,4.0,7,1,1,5.0,0,4,Hufflepuff,Brooke,Morris,13.0,ffc8aad4-e3b4-41d2-9167-ea9dcb2f10cf
Muggle-born,4.0,8.0,1,0,5,0.0,3,7,Ravenclaw,Leah,Riley,15.0,c852bbfb-ad49-4f2c-abdf-96e1537ddd9c
Half-blood,5.0,4.0,8,5,4,0.0,6,6,Hufflepuff,Carrie,Diggory,18.0,4b21efa8-cbe1-4e15-8f8b-cb0105fe53be
Pure-blood,3.0,1.0,10,5,4,0.0,3,2,Hufflepuff,Adrian,Morris,18.0,a0e91641-11f6-4fc6-9e90-36a8f8b940b6
Half-blood,3.0,2.0,4,9,9,,10,4,Slytherin,Randy,Anderson,11.0,14666596-fd56-4898-b227-7a5d286d95c9
Half-blood,0.0,1.0,1,7,9,5.0,9,2,Slytherin,Kristina,Powers,17.0,b2acafc2-56f3-4354-a5e4-9ecb02a96494
Pure-blood,10.0,3.0,5,4,0,9.0,10,8,Gryffindor,Bradley,Stewart,14.0,02552368-429e-4d87-8d21-649ec9690a95
